content|type
California’s governor, Gavin Newsom, issued a moratorium on executions in the state, beefing up a court-ordered moratorium that has been in place since 2006.|politics
Paul Manafort received an additional sentence of 43 months for conspiring to sway witnesses. That comes on top of the 47 months Mr Trump’s former campaign chief recently received for tax and bank fraud. After his sentencing, New York state filed separate charges against Mr Manafort.|politics
Milwaukee, a city renowned for its beer, beat Houston and Miami to host the Democratic convention next year. Meanwhile, Beto O’Rourke threw his hat into the ring to be the party’s presidential candidate; he came a close second in the Senate race in Texas last year. See article.|politics
Nancy Pelosi, the Democratic Speaker of the House, said that she would not support an effort to impeach Donald Trump. She said: “He’s just not worth it.”|politics
Abdelaziz Bouteflika, the president of Algeria, defied protesters by registering to run for a fifth term in office. The ailing octogenarian is widely seen as a figurehead for a cabal of generals and businessmen, who hold real power. They have sought to assuage critics by promising that if Mr Bouteflika is re-elected, he will hold an early election, which he would not contest. See article.|politics
America closed its consulate-general in Jerusalem, which had acted as a de facto embassy to the Palestinians. The State Department said this did not signal a change in policy; the consulate’s operations will be handled by the new American embassy to Israel in the city. But the Palestinians suggested that it further undermined America’s role as peacemaker.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
The Netherlands recalled its ambassador to Iran after the government in Tehran expelled two Dutch diplomats. Tension between the countries has risen since last year, when the Dutch government expelled two Iranian embassy workers over suspicion that Iran was involved in the assassination of two Dutch-Iranian citizens.|politics
Rwanda accused neighbouring Uganda of supporting rebel movements aimed at overthrowing its president, Paul Kagame, and closed a key border crossing between the two countries. Relations between the two countries have soured as they battle for influence in the eastern part of the Democratic Republic of Congo.|politics
China’s prime minister, Li Keqiang, said the country would aim for GDP growth this year of between 6% and 6.5%, down from 6.6% last year and the slowest rate in nearly three decades. He was speaking at the start of the annual ten-day session of China’s rubber-stamp parliament. Mr Li said the economy faced danger from abroad, a reference to the trade war with America. See article.|politics
Satellite images suggested that North Korea is rebuilding a facility it had used to launch satellites and test missile engines, but had partially dismantled. The construction was interpreted as a signal that the country might resume testing missiles if it did not get its way in stalled talks with America about nuclear disarmament. See article.|politics
Pakistan arrested dozens of militants in a clampdown after the Jaish-e-Muhammad group claimed responsibility for a terrorist attack in which 40 Indian paramilitary policemen were killed, causing a military face-off with India. India’s politicians, meanwhile, rowed about how effective its air strikes against an alleged terrorist training camp in Pakistan had been.|politics
Thailand’s constitutional court banned Thai Raksa Chart, a party linked to Thaksin Shinawatra, an exiled former prime minister. The party had upset King Vajiralongkorn by nominating his sister for prime minister.|politics
Estonia’s centre-right Reform Party won a legislative election with 29% of the vote. Kaja Kallas, its leader, began coalition negotiations with the centre-left Centre Party and could become the country’s first female prime minister.|politics
EU member states vetoed a blacklist prepared by the justice commissioner of 23 territories that facilitate money-laundering or terrorist financing. The proposed list included Saudi Arabia and four American territories. Saudi and American opposition probably torpedoed the list.|politics
Emmanuel Macron, the French president, addressed European citizens with a manifesto on the future of the EU printed in newspapers in every EU country. Mr Macron has been trying to rally a co-ordinated liberal pro-EU campaign for the European Parliament elections in May. See article.|politics
A man in London may become only the second person in the world to be cured of  HIV infection. A stem-cell transplant to treat lymphoma means his immune-system cells are now coated with proteins that HIV cannot latch onto. An American who had similar treatment in 2007 still remains free of the virus. See article.|politics
Michael Bloomberg ruled out a run for the American presidency in 2020, disappointing those who wanted a strong moderate voice in the race.|politics
America’s border-protection agency reported a sharp rise in the number of migrants trying to cross from Mexico illegally. More than 76,000 people tried to cross in February, the highest number for that month in 12 years. Families and children without parents accounted for 60% of the 66,450 who were apprehended; they came predominantly from Guatemala, Honduras and El Salvador. Illegal crossings remain far below their peak in the 1990s.|politics
Juan Guaidó, recognised as Venezuela’s interim president by the legislature and by more than 50 countries, returned to the country after a failed attempt to send in humanitarian aid and a tour of Latin American capitals. He was greeted by large crowds opposed to the dictatorial regime of Nicolás Maduro.|politics
Jane Philpott, the president of Canada’s Treasury Board, which oversees government spending, quit the cabinet in dismay over allegations that the office of the prime minister, Justin Trudeau, had tried to improperly influence the judiciary. A former justice minister has claimed that Mr Trudeau and his aides sought to discourage her from authorising the prosecution of an engineering firm charged with bribing Libyan officials. See article.|politics
A court in Argentina convicted eight people, including a former judge, of obstructing an investigation into the bombing of a Jewish centre in Buenos Aires in 1994, which killed 85 people. The court acquitted five defendants, including Carlos Menem, who was the then Argentine president.|politics
“What is a golden shower?” That question was surprisingly posed on Twitter by Brazil’s president, Jair Bolsonaro, who had earlier tweeted a video of a man urinating on a woman during the country’s Carnival celebrations. “I’m not comfortable showing this, but we have to expose the truth” of what many Carnival street parties have become, wrote the conservative Christian president.|politics
Indian fighter jets bombed what they said was a terrorist training camp in Pakistan, in retaliation for a suicide-bombing in India which killed 40 paramilitary police. Pakistan responded by sending warplanes to strike at targets in India. In the aerial battle that followed, both countries claimed to have shot down some of the other’s fighters. Pakistan captured an Indian pilot. The fighting is the worst since 1999, and marks the first time since the two countries acquired nuclear weapons that they have conducted bombing raids against one another. See article.|politics
Donald Trump walked away from his summit with Kim Jong Un, North Korea’s dictator, in Vietnam. The talks broke down when the North Koreans pushed for all sanctions to be lifted in exchange for dismantling Yongbyon, an old nuclear facility. America wants the North to reveal where all its nuclear weapons are stored, as a prelude to dismantling them. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Michael Cohen, Mr Trump’s former lawyer and fixer, testified against his former boss before Congress. He accused the president of being a “racist”, and a “cheat”, as well as a “con man” for suppressing the publication of his high-school and college grades. Mr Cohen has already pleaded guilty to several charges, some of which are related to his work for Mr Trump. The White House said no one should trust the testimony of a “disgraced felon”. See article.|politics
Lori Lightfoot and Toni Preckwinkle came out on top in Chicago’s mayoral election and will advance to the run-off on April 2nd. The city will now get its first black female mayor, and if Ms Lightfoot wins, also the first gay person to hold the office. William Daley, a scion of Chicago’s most famous political dynasty, came third. See article.|politics
Venezuela’s dictatorship blocked deliveries of aid, which it sees as a foreign attempt to undermine it. Police, national guardsmen and paramilitary groups drove back lorries carrying food and medical supplies, and used tear gas and rubber bullets to disperse people who were trying to escort the aid. Some live bullets were fired, too. Around 300 people were injured and four were killed. Hundreds of Venezuelan soldiers and police deserted. Some of their families were reportedly tortured or raped to discourage further defections. At a meeting attended by Mike Pence, the American vice-president, ten members of the Lima Group of mostly Latin American countries repeated their support for Juan Guaidó, who is recognised as Venezuela’s interim president by Venezuela’s legislature and by most western democracies. But they ruled out military intervention to topple the regime led by Nicolás Maduro. See article.|politics
In a referendum 87% of participants approved a new constitution for Cuba, which will legalise private property, subject to restrictions by the state, and limit the president to two five-year terms.|politics
Brazil’s education minister asked all schools to film their pupils singing the national anthem and to send the films to the government. He also asked schools to read out a message that ends “Brazil above all. God above everyone”. That was the campaign slogan of the country’s new president, Jair Bolsonaro. The minister later admitted that asking schools to read the slogan was a mistake.|politics
Theresa May, Britain’s prime minister, conceded some ground to Parliament over Brexit. As well as voting on her revised withdrawal agreement with the European Union, MPs will also have an option to take “no deal” off the table if her plan is rejected. If MPs reject no-deal, they will then vote on whether to ask for an extension past March 29th, which is when Britain is due to leave the EU. Labour also made a significant shift when its leader, Jeremy Corbyn, said it would back a second referendum. See article.|politics
Poland’s government announced a package of tax cuts and spending, including a bonus for pensioners and hefty handouts to parents. The package could cost as much as 2% of GDP. The ruling party faces a tough election this year. See article.|politics
EU leaders visited Sharm el-Sheikh in Egypt to meet leaders of Arab League countries and ask for help in keeping refugees out of Europe. The atrocious human-rights records of some participants were barely mentioned.|politics
In the face of huge protests against his dictatorship, President Omar al-Bashir declared a state of emergency in Sudan, dissolving the federal government and replacing all state governors with military and security men. He is still far from secure. Despite a ban on unauthorised gatherings, the protests continued. See article.|politics
In a surprise move Muhammad Javad Zarif, Iran’s foreign minister, publicly offered to resign. The move laid bare the struggle for control of Iran’s foreign policy between pragmatists, such as Mr Zarif and President Hassan Rouhani, and hardliners. Mr Rouhani rejected the resignation. See article.|politics
King Salman of Saudi Arabia named Princess Reema bint Bandar bin Sultan ambassador to America, the first time a woman has been named to such a post.|politics
Muhammadu Buhari was re-elected president of Nigeria. At least 39 people were killed in election-related attacks—fewer than during previous ballots. The opposition claims that the vote was rigged, but observers seem to think it was clean enough. See article.|politics
Tens of thousands of Algerians protested against President Abdelaziz Bouteflika’s decision to run for a fifth term. The octogenarian leader has made few public appearances since 2013. Most Algerians expect the vote on April 18th to be fixed by the cabal of power brokers who run the country.|politics
Three funeral providers in South Africa said they would sue a pastor after they were “tricked” into taking part in a service in which a man was supposedly raised from the dead. A video that went viral shows the man sitting up in his coffin with a startled look on his face. Social-media users were not convinced. Many posted images implying how easy it is to pretend to be dead, and then wake up.|politics
Pakistan’s prime minister, Imran Khan, warned India not to attack his country in retaliation for a suicide-bombing in Kashmir that killed 40 Indian security personnel, the worst attack on security forces in the region in 30 years of conflict. A militant group based in Pakistan said it was responsible. As tensions mounted between the two arch-rivals, a gun battle between police and suspected militants killed nine people in a village in Kashmir. See article.|politics
Amid the hostilities Saudi Arabia’s crown prince and de facto leader, Muhammad bin Salman, visited Pakistan and India, where he promised large investment deals. The Saudi foreign minister offered to help ease tensions between the two neighbours, underscoring the Saudis’ new-found confidence on the world stage. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
A fire broke out in the Chawkbazar district of Dhaka, Bangladesh’s capital, killing scores of people. Poor safety regulations have led to hundreds of people being killed in building fires in recent years.|politics
Fang Fenghui, a former chief of the joint staff in China’s army, was found guilty of corruption and sentenced to life in prison. Mr Fang had been allied with Zhang Yang, who served on China’s military commission before his arrest for corruption and subsequent suicide in 2017. President Xi Jinping has undertaken an unprecedented crackdown on graft, which some believe to be a cover for a purge of his opponents.|politics
Nigeria delayed its presidential election by a week after officials said they had not managed to distribute ballot papers and other voting materials in time for the scheduled date of February 16th. The delay is expected to reduce voter turnout, as many people had to travel to their home districts in order to cast their ballots. See article.|politics
South Africa’s government pledged 69bn rand ($4.9bn) to prop up Eskom, a state-owned power utility that is close to bankruptcy. Power cuts caused by poor maintenance have slowed economic growth. See article.|politics
Hundreds of civilians were evacuated from the last enclave held by Islamic State in eastern Syria. Kurdish-led forces backed by America have pushed the jihadists to the brink of defeat. A Kurdish commander urged Donald Trump to halt his plans to pull American soldiers out of Syria and called for up to 1,500 international troops to remain.|politics
Poland withdrew from a central European summit in Jerusalem after a dispute with Israel over how to characterise Poland’s treatment of its Jewish community during the second world war. Israel’s acting foreign minister said Poles “suckle anti-Semitism with their mother’s milk”.|politics
In Britain, eight Labour MPs quit the party over Jeremy Corbyn’s poor leadership, which has led to dithering over Brexit and failed to clamp down on a surge in anti-Semitism among party activists. The eight back a second referendum on Britain leaving the EU. Rather than form a new party they will for now sit in the House of Commons as the Independent Group. They called on centrist MPs from any party to join them. Three Conservative MPs duly did so. See article.|politics
Demonstrations were held across France to protest against the rise in attacks against Jewish people and symbols, which were up by 74% last year. This week 80 Jewish graves were daubed with swastikas, and Alain Finkielkraut, a prominent philosopher, was heckled with anti-Semitic abuse by gilets jaunes (yellow vest) protesters. See article.|politics
Pedro Sánchez, the prime minister of Spain, called a snap general election for April 28th. Mr Sánchez’s socialist-led coalition had suffered a heavy defeat in parliament when parties from Catalonia that normally support the government joined conservatives in voting down the budget. The Catalans had tried to force Mr Sánchez into discussing independence for their region.|politics
Donald Trump urged Venezuela’s armed forces to back a political transition and said they should accept the offer of amnesty by Juan Guaidó, who has been recognised as the country’s interim president by Venezuela’s legislature and by some 50 countries. Mr Trump held open the possibility of military intervention to topple the repressive regime of Nicolás Maduro.|politics
Jair Bolsonaro, Brazil’s president, presented an ambitious plan to reform the country’s publicly funded pension schemes. His proposal, which requires amendments to the constitution, would establish a minimum retirement age of 65 for men and 62 for women and would limit the scope for pensioners to collect more than one benefit. See article.|politics
Gerald Butts, the principal private secretary of Canada’s prime minister, Justin Trudeau, resigned. He denied allegations that he or anyone else in the prime minister’s office had put pressure on Jody Wilson-Raybould, then justice minister, to settle a criminal case against an engineering company based in Montreal. Mr Trudeau has also denied that he put pressure on Ms Wilson-Raybould to intervene. See article.|politics
Ecuador reached an agreement with the IMF to borrow $4.2bn to help it cope with a large external debt and budget deficit. It will also borrow $6bn from other multilateral lenders, including the World Bank. The government will reduce fuel subsidies and employment at state-owned enterprises.|politics
The first lawsuits were launched against Donald Trump’s declaration of a national emergency on the Mexican border, which allows him to sequester funding for his border wall. Sixteen states, including California, filed a court motion arguing that Mr Trump’s edict would divert money from law enforcement. See article.|politics
Bernie Sanders announced that he is to run again for president as a Democrat in 2020. The 77-year-old senator from Vermont was describing himself as a socialist years before today’s crop of young pretenders in the party was even born. He raised nearly $6m in the 24 hours following his campaign launch, outstripping his rivals. See article.|politics
Thailand stepped back from the brink of a constitutional crisis when the Election Commission rejected the candidacy of Princess Ubolratana Mahidol for prime minister in next month’s election. The princess had been nominated by a party tied to Thaksin Shinawatra, a populist prime minister who was ousted by the army in 2006 amid clashes between his “red shirt” supporters and “yellow shirt” backers of the elites. See article.|politics
Maria Ressa, a journalist in the Philippines and forceful critic of Rodrigo Duterte, the president, was arrested under the country’s “cyber-libel” law over an article that was published on Rappler, the online news site she manages, before the law in question was passed. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
South Korea agreed to increase how much it pays to keep American troops in the country, but by less than what America wanted. A desire to show a united front ahead of a forthcoming summit between Donald Trump and Kim Jong Un, North Korea’s dictator, lent urgency to the negotiations. See article.|politics
The Australian parliament passed a bill to allow a few asylum-seekers held in offshore detention centres to enter the country for medical treatment. The home affairs minister called this a “disaster for our country”. See article.|politics
Turkey protested about China’s persecution of Uighurs, Muslims who live mostly in China’s western region of Xinjiang and speak a Turkic language. Perhaps 1m Uighurs are held in “re-education” camps. Turkey noted reports that Abdurehim Heyit, a musician arrested for endangering state security with his poems, had died in one. China aired a video apparently showing him alive. Relatives of other Uighurs who have vanished into the camps asked if they, too, could see videos of their loved ones.|politics
Snap elections looked likely to be called in Spain after the minority socialist government led by Pedro Sánchez lost a vote on its budget. Also in Spain the trials began of a group of politicians from Catalonia, who were jailed after the region held an unauthorised referendum on independence. See article.|politics
Italy’s populist leaders, Matteo Salvini and Luigi Di Maio, spooked markets by appearing to threaten the independence of the country’s central bank.|politics
Anti-Semitic incidents in Germany rose by 10% last year, according to media reports. Some blamed the rise of the far-right Alternative for Germany party, which denies it is anti-Semitic. Others pointed to a sharp increase in immigrants from Arab countries.|politics
A jury in Brooklyn found Joaquín Guzmán, better known as El Chapo, or “Shorty”, guilty of helping to run Mexico’s Sinaloa drug gang. The trial revealed the inner workings of the gang, including murder, bribery and the use of boats to move cocaine after Mr Guzmán discovered that drug agents were tracking his planes. Witnesses described his private zoo, which housed panthers and crocodiles. Mr Guzmán, who twice escaped from Mexican jails, is expected to remain in an American prison for the rest of his life.|politics
At least eight people were killed in protests against Haiti’s president, Jovenel Moïse. The protests began after the court of auditors said that officials in a previous government had stolen money from a programme through which Venezuela supplied cheap oil to Haiti. The protesters were also angry about high prices.|politics
Jody Wilson-Raybould, a central figure in a scandal involving allegations that Canada’s prime minister, Justin Trudeau, had pushed for the settlement of a criminal case against an engineering firm, quit the cabinet. The parliamentary ethics commissioner has said that he will investigate claims that Mr Trudeau had put pressure on Ms Wilson-Raybould when she was the justice minister to settle the case against Montreal-based SNC-Lavalin.|politics
Abdelaziz Bouteflika, the president of Algeria, is to seek a fifth term in office, despite ill health. Mr Bouteflika, who has run the country since 1999, is rarely seen in public and is rumoured to have lost the ability to speak after suffering a stroke in 2013. Yet he has the backing of the ruling elite because it cannot agree on a successor.|politics
Officials from 65 countries met in Warsaw to discuss Middle East security. America, one of the organisers, had hoped to use the event to rally European support for sanctions against Iran. But several European countries, including France and Germany, sent only junior officials, signalling their unease over America’s unilateral withdrawal from an agreement that eased Iran’s isolation in exchange for the country restricting its nuclear activities.|politics
In the week that Iranians celebrated the 40th anniversary of the Islamic Revolution, a Sunni militant group claimed responsibility for a suicide-bombing in the south-east of Iran that killed 27 members of the Revolutionary Guard.|politics
American-backed Kurdish forces began an attack on the last bastion of Islamic State in Syria. The jihadist group is surrounded and confined to an area of about one square mile. See article.|politics
Facing yet another government shutdown (the most recent one ended just three weeks ago) negotiators from both parties in America’s Congress thrashed out a deal that would provide money to build part of Donald Trump’s border wall in return for reducing the number of illegal immigrants who are incarcerated. See article.|politics
Mike Pompeo, America’s secretary of state, denied a claim from Tim Kaine, a senator, that the Trump administration was helping the Saudi government cover up the murder of Jamal Khashoggi, a dissident journalist who was killed by Saudi agents in Istanbul. The administration had declined to meet a congressional deadline to say whether it thinks Muhammad bin Salman, the Saudi crown prince, was behind the death. Senators from both parties want answers.|politics
Opportunity, an American Mars rover, is officially defunct. Contact was lost last June, after a dust storm. More than 1,000 subsequent attempts to re-establish communications have failed. The craft was designed to last a mere three months, but it trundled on for 15 years.|politics
Amy Klobuchar entered the race to be the Democratic candidate for president. The senator from Minnesota is a centrist by comparison with her rivals, and reportedly stern with her staff. In 2011 she helped block a rule that would have stopped pizza served in school canteens being counted as a vegetable portion, thus protecting jobs at a school-pizza caterer in her state. See article.|politics
Donald Trump gave his state-of-the-union speech to Congress, delayed by a week because of wrangling over government spending. He again called for tougher curbs on illegal immigration, calling it a “moral duty”. He also said that any new trade deal with China “must include real, structural change to end unfair trade practices…and protect American jobs”. In a rare cordial moment, Mr Trump welcomed the record number of women in work, drawing whoops and cheers from Democratic congresswomen, who had dressed in white for the occasion. See article.|politics
Virginia’s state government seemed unable to find anyone to run the place who has not either applied boot polish to his face while at college or been accused of sexual assault. Ralph Northam, a Democrat who was initially unsure whether he was one of those depicted in a photo of a man in blackface and another in Ku Klux Klan robes, remains the state’s governor. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Cory Booker joined the race to become the Democrats’ presidential nominee in 2020. The first black senator to represent New Jersey, Mr Booker is the fourth heavy-hitter to enter the campaign.|politics
French warplanes bombed a convoy carrying rebels who had crossed into Chad from Libya. The air strikes in support of Chadian troops are a sign of the willingness of France to use force to prop up the government of Idriss Déby, one of its more important regional allies in the fight against jihadists.|politics
The government and rebel groups in the Central African Republic signed a peace deal aimed at ending more than five years of fighting. Their conflict broke out in 2013 after Islamist groups overthrew the then government.|politics
The armed forces of Burkina Faso said they had killed 146 jihadists near the border with Mali. Security in the country has deteriorated since a jihadist uprising in Mali in 2012.|politics
Pope Francis celebrated mass in Abu Dhabi, the capital of the United Arab Emirates. It was the first visit by a pope to the Arabian peninsula, the birthplace of Islam. The pope lamented the region’s wars, including the one in Yemen, where the UAE is involved. He also called on Gulf countries to allow more members of religious minorities to become citizens. See article.|politics
Robert Biedron, Poland’s first openly gay mayor, founded a new pro-EU party to contest the European Parliament elections in May. The party, Wiosna (“Spring”), supports higher social spending, civil partnerships for gay couples and ending Poland’s reliance on coal. It is polling at about 10%.|politics
The EU established a special-purpose corporation to help it evade sanctions that America has imposed for doing business with Iran. The company, Instex, will co-ordinate barter exchanges to allow Iran to do business with companies from European countries still participating in the nuclear non-proliferation deal, from which America withdrew last year.|politics
For the ninth week, tens of thousands of protesters in Serbia called on Aleksandar Vucic to resign as president. He has offered to hold elections, but the demonstrators want a fairer election law and more media time for the opposition.|politics
Donald Trump confirmed that he would hold a second summit with Kim Jong Un, North Korea’s dictator, in Vietnam in late February. Mr Kim has done little to fulfil his pledge at the pair’s last meeting in Singapore to give up his nuclear weapons.|politics
Australia cancelled the residency permit of Huang Xiangmo, a property developer with ties to the Chinese government. Mr Huang has given generous donations to politicians who express pro-China views, as well as to Australia’s two biggest political parties.|politics
Indian officials resigned in protest at what they saw as the government’s attempts to suppress unflattering economic data. They say unemployment is at a 45-year high of 6.1%. The government says it is reviewing the data.|politics
The British government approved the extradition of Vijay Mallya to India, the next stage in a process that started in 2016 when the beer-and-travel tycoon fled to Britain to escape criminal charges related to the collapse of Kingfisher Airlines. Known as the “King of Good Times” both for what he sells and for how he lives, Mr Mallya denies the charges.|politics
A textbook on constitutional law written by Zhang Qianfan, one of China’s leading legal scholars, was removed from the country’s bookshops for promoting Western ideas such as the rule of law. A recent edict requires universities to report any books on the topic to the authorities. China’s constitution nods to freedom of speech and religion, but in practice the Communist Party’s wishes trump it.|politics
A dozen members of the EU, including Germany, France and Britain, recognised Juan Guaidó, the leader of Venezuela’s legislature, as the country’s interim president. They acted after Nicolás Maduro, who won a rigged election in May, failed to meet a deadline for calling a proper ballot. Most Latin American democracies back Mr Guaidó. (Venezuela’s constitution makes him interim president if the post is not legitimately filled.) Venezuela’s army moved to block the delivery of food aid, which might fill empty bellies but would also embarrass the regime. See article.|politics
Brazil’s justice minister, presented a plan to get tougher on criminals and go easier on cops. Police who kill in the line of duty may escape punishment if they acted out of “fear, surprise or violent emotion”. A judge convicted Brazil’s former president, Luiz Inácio Lula da Silva, who is already serving a 12-year sentence for corruption, on an additional corruption charge and added a sentence of nearly 13 years.|politics
Nayib Bukele won El Salvador’s presidential election. His victory ends three decades of power alternating between the left-wing FMLN and right-wing Arena parties. Mr Bukele, who is 37, has promised to fight corruption and to prevent violence by creating jobs. He also favours nicer public parks.|politics
A bill was proposed in Hawaii to raise the legal smoking age to 100. After that Hawaiians would be free to light up.|politics
More Venezuelans took to the streets to demand that Nicolás Maduro, who rigged an election last year, step down in favour of the head of the national assembly, Juan Guaidó, as the constitution prescribes. Mr Guaidó is recognised by most Latin American democracies, as well as the United States and Canada. Several European countries said they would recognise Mr Guaidó unless elections are called soon. Mr Maduro, whose misrule has led to hyperinflation and food shortages, retains the support of Russia, Turkey and, lukewarmly, China. Mr Guaidó said he had held secret talks with the Venezuelan army to persuade it to switch sides. America said that payments for oil imports from Venezuela would be put into accounts that would be available only to a democratic government. See article.|politics
A court in northern China sentenced a human-rights lawyer, Wang Quanzhang, to four and a half years in prison for “subversion”. He was the last to go on trial of more than 200 lawyers and activists who were detained in 2015. Journalists, diplomats and Mr Wang’s wife were barred from the proceedings.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Canada’s prime minister, Justin Trudeau, fired his country’s ambassador to China, John McCallum. Mr McCallum had ruffled feathers when he suggested that Meng Wanzhou, a senior executive of Huawei, a technology firm, might have strong grounds to challenge a request for her extradition from Canada to the United States to face fraud charges.|politics
The Supreme Court of Pakistan rejected a petition calling for a review of its earlier decision to acquit Asia Bibi, a Christian woman accused of blasphemy. Rioting zealots had previously called for her to be hanged anyway. This time protests were muted, as 3,000 zealots had been locked up. See article.|politics
Two bombs exploded near a cathedral in the Philippines, killing 20 people and injuring many more. Islamic State claimed responsibility for the attack, which came just after voters in the Muslim-majority region voted in favour of more political autonomy. See article.|politics
American officials said they were making progress in talks with the Taliban about ending the war in Afghanistan. America has offered to withdraw its forces if the Taliban promise not to harbour terrorists, stop fighting and begin talks with the Afghan government. See article.|politics
The government shutdown in America ended on January 26th after 35 days, making it the longest in history. President Donald Trump blinked first in his dispute with Congress, having promised to keep the government closed until he received funding to build a wall on the Mexican border. But he warned there would be another shutdown—or that he would declare a national emergency—if legislators did not fund his wall by February 15th. See article.|politics
Roger Stone, a former adviser to Mr Trump, was arrested in Florida. The office of Robert Mueller, the special counsel investigating links between Russia and Mr Trump’s election campaign, levelled seven charges against Mr Stone, including witness tampering and obstructing an official proceeding. See article.|politics
Howard Schultz, a former boss of Starbucks, said he was considering running as an independent candidate in the next presidential election. Critics warned that doing so would split the anti-Trump vote, thus helping the president to secure another term. See article.|politics
A polar vortex froze the American Midwest, with temperatures falling to -33ºC in Chicago. At least eight people have died because of the inclement weather. See article.|politics
Britain’s Parliament voted to back the Brexit deal proposed by Theresa May, the prime minister, so long as she replaces the Irish “backstop”, which seeks to avoid a hard border in Ireland, with some unspecified alternative. Michel Barnier, the EU’s lead negotiator, said he was unwilling to reconsider the previous agreement. Jeremy Corbyn, Britain’s opposition leader, met Mrs May to discuss options. See article.|politics
Greece voted to recognise Macedonia, its neighbour, under the new name of North Macedonia. The agreement opens the door to North Macedonia’s admission to the EU and NATO.|politics
Gilets jaunes protesters in France set up not one but two new political parties. Neither sounds coherent. One vows to “remake politics around the heart and empathy”. Other gilets jaunes denounced the party-builders for selling out. See article.|politics
Matteo Salvini, Italy’s deputy prime minister, asked his government to bar prosecutors from pressing potential kidnapping charges against him. He is in trouble over his order to stop 177 migrants from leaving a boat. Mr Salvini had previously welcomed the trial, saying he was proud to defend his country.|politics
Zimbabwe’s police and army have been accused of mass rapes, beatings and robbery while crushing protests against costly fuel.|politics
Benny Gantz, a retired general, jumped in opinion polls after launching his campaign for Israel’s parliamentary elections, due in April. No one is sure what he stands for, but Mr Gantz’s new party is expected to win more than 20 seats in the 120-seat Knesset. Likud, the party of Binyamin Netanyahu, the prime minister, is expected to win 30 or so.|politics
More than 130 people are feared to have drowned off the coast of Djibouti after two boats carrying migrants capsized. The vessels were carrying people from Africa to the Arabian peninsula, where they were hoping to seek work.|politics
A judicial commission into corruption in South Africa has heard testimony from a businessman that government officials and members of the ruling African National Congress were put on monthly retainers, paid bribes and given gifts including sports cars by a firm that won government contracts. The daughter of one minister was also offered driver training because she kept crashing the cars she had been given.|politics
Juan Guaidó (pictured), the head of Venezuela’s national assembly, proclaimed himself the country’s acting president at a large protest against the socialist regime in Caracas, the capital. Venezuela’s opposition says that President Nicolás Maduro is a usurper: he won a rigged election last year and has been sworn in to a second term. The United States recognised Mr Guaidó as interim leader, as did Canada and most large Latin American countries. Venezuela broke off diplomatic relations with America and gave its diplomats 72 hours to leave the country. See article.|politics
At least 98 people were killed by an explosion as they collected fuel from a leaking petrol pipeline in the Mexican state of Hidalgo. The pipeline has been repeatedly tapped by thieves at the location of the blast. This month Mexico cracked down on fuel theft by shutting pipelines, which has led to shortages. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
A car-bomb at a police academy in Colombia’s capital, Bogotá, killed 21 people. The ELN, a guerrilla group with 2,000 fighters, took responsibility, saying that the government had spurned its peace overtures. It was the first such bomb attack in nine years.|politics
Chancellor Angela Merkel and President Emmanuel Macron met at Aachen to sign a new treaty of co-operation between Germany and France. Critics said the document was vague and papers over deep divisions; boosters stressed the symbolic importance of a renewed commitment to the European Union from its two principal members.|politics
Italy’s deputy prime minister, Matteo Salvini, accused France of “stealing wealth” from Africa, the latest twist in a deepening battle of words between the two neighbours.|politics
The EU imposed sanctions on the head and deputy head of Russia’s military intelligence agency for last year’s nerve-agent attack on a Russian dissident in Salisbury, a town in England. It also sanctioned the two agents suspected of carrying out the attack.|politics
Theresa May, Britain’s prime minister, outlined her “Plan B” to Parliament following the defeat of her withdrawal agreement with the EU. The only concrete change was the waiving of a £65 ($84) application fee for EU citizens who want to confirm their residency in Britain. MPs repeatedly shouted “Nothing has changed!” during Mrs May’s statement. Remain-supporting MPs made moves to prevent a no-deal Brexit. See article.|politics
A car-bomb exploded in Northern Ireland outside a court in Londonderry. Police suspect it was planted by a republican splinter group.|politics
American officials said Donald Trump would meet Kim Jong Un, the leader of North Korea, for a second summit at some point in February. Talks between the two countries about North Korea’s nuclear weapons and long-range missiles have been bogged down since the pair’s first meeting in June. See article.|politics
Candidates registered for Afghanistan’s presidential election, to be held in July. Both the incumbent, Ashraf Ghani, and the man he narrowly beat in a run-off last time, Abdullah Abdullah, are running again. The Taliban attacked a military-intelligence base, killing scores of people. See article.|politics
Joko Widodo, the president of Indonesia, announced that he was pardoning Abu Bakar Basyir, a cleric who was the spiritual leader of Jemaah Islamiah, an Islamist terrorist group that killed over 200 people by exploding bombs in a tourist resort in Bali in 2012. Uproar ensued: Mr Basyir has not renounced violence and is expected to go back to inciting it. In the run-up to an election, the president is keen to dispel the widespread charge that he is insufficiently pious. See article.|politics
